index,title,description,source,date,open_coding_topic,sentiment,sentimental_words
56,Here’s one thing Mark Carney could do that would improve the welfare of more Canadians than any pipeline or mine,Canada spends about $10 billion more on medicines each year than countries with universal pharmacare because our system doesn't provide access to,thestar.com,2025-11-23T06:00:00-05:00,National,Negative,"Here’s one thing Mark Carney could do that would improve the welfare of more Canadians than any pipeline or mine"
12,Canada’s new PM and Trump critic Mark Carney accused of being out of touch with the 'common man’,Carney is a former Goldman Sachs banker and UN special envoy for climate action and finance,foxnews.com,2025-03-15T9:51:44.000000Z,International,Negative,"critic Mark Carney accused of being out of touch with the 'common man’"
105,PM Carney at G20 as countries move beyond U.S. - National,"Prime Minister Mark Carney is in Johannesburg for the G20 summit, where South African officials say there will be a joint declaration despite a U.S. boycott.",globalnews.ca,2025-11-22T13:09:37.000000Z,International,Neutral,
130,Ford says trade negotiation ‘falls on’ federal government after commercial controversy,Doug Ford appears to be falling in line behind Mark Carney as the federal government asserts its authority over high-stakes trade talks with the Trump administr...,globalnews.ca,2025-11-04T19:29:10.000000Z,International,Positive,"falling in line behind Mark Carney, federal government asserts its authority over high-stakes trade talks"
292,Canada Thinks Its Trade Talks With Trump Are Unique. Does That Matter?,Tariff negotiations between the two top trading partners are on a different track from those the U.S. is pursuing with other nations. But Canada may not get a better outcome.,nytimes.com,2025-07-09T12:52:56Z,International,Neutral,
368,Carney heads to U.A.E. hoping to sign investment pact with gulf nation,Prime Minister Mark Carney is slated to meet with United Arab Emirates President Sheikh Mohamed bin Zayed Al Nahyan in Abu Dhabi with the explicit focus on expa...,cbc.ca,2025-11-19T09:00:00.000000Z,International,Neutral,
9,Trump holds 'extremely productive call' with Canadian prime minister: 'We agree on many things',"President Donald Trump said he held an ""extremely productive call"" with Canadian Prime Minister Mark Carney on Friday.",foxnews.com,2025-03-28T16:08:46.000000Z,International,Positive,"We agree on many things,extremely productive call"
487,"Federal government will work out more pharmacare deals, Carney says","Prime Minister Mark Carney says his government is committed to signing pharmacare deals with all provinces and territories, ending months of speculation about t...",cbc.ca,2025-09-11T20:16:14.000000Z,National,Positive,"committed to signing pharmacare deals"
139,"‘I did apologize to the President,’ Carney says on U.S. anti-tariff ad - National",Prime Minister Mark Carney confirmed he apologized to U.S. President Donald Trump after an Ontario anti-tariff ad aired in the U.S.,globalnews.ca,2025-11-01T15:56:33.000000Z,International,Neutral,
413,Shadow of Trump's trade war follows Carney to Malaysia,The prime minister is due to arrive in Malaysia for the summit of southeast Asian nations — looking to advance free trade talks there after the recent scuttli...,cbc.ca,2025-10-25T09:00:00.000000Z,International,Neutral,
402,Trump says Carney apologized for Ford's anti-tariff ad,U.S. President Donald Trump says Prime Minister Mark Carney apologized for the Ontario government ad that used former president Ronald Reagan’s own words to s...,cbc.ca,2025-10-31T20:21:55.000000Z,International,Neutral,
397,"Liberals to table 'big, bold' federal budget Tuesday as Carney looks to put his stamp on government",Finance Minister François-Philippe Champagne will deliver the new Liberal government’s first budget Tuesday that will be full of what he calls “generationa...,cbc.ca,2025-11-04T09:00:00.000000Z,National,Neutral,
160,Carney visits Riderville ahead of 2025 Grey Cup,"On the eve of the most important game in Canadian football, fans across the country are surely wishing they could ...",cp24.com,2025-11-16T19:04:41.000000Z,Public Relations,Neutral,
278,"Facing Trump’s Threats, Mexico and Canada Draw Closer. Will It Last?",Mexico and Canada have long viewed each other with indifference or even distrust. They’re now talking about teaming up.,nytimes.com,2025-08-20T09:01:51Z,International,Neutral,
84,Loblaw to gradually drop tariff prices on groceries in Canada,"Shoppers will soon start seeing tariff prices drop on thousands of grocery items at Loblaw stores in Canada. Last Friday, Prime Minister Mark Carney announced that Canada would be removing retaliatory tariffs on American goods, effective Sept. 1. Loblaw Companies Ltd. CEO and President Per Bank welcomed the news in a recent LinkedIn post, calling it a “big development” for businesses and customers.",dailyhive.com,2025-08-26T12:00:00-05:00,International,Positive,"removing retaliatory tariffs, welcomed the news, big development"
414,"As a leader in finance, Mark Carney said climate action was critical. Where is that urgency now?","Mark Carney spent a decade as one of the most credible voices on climate action and the economy. Now as prime minister, he is scrapping emissions reductions pol...",cbc.ca,2025-10-25T05:00:00.000000Z,National,Negative,"Where is that urgency now?, he is scrapping emissions reductions"
127,Carney calls floor-crossing ex-Conservative MP ‘exceptionally valuable’,Prime Minister Mark Carney commented the day after a former Conservative MP resigned to join the Liberal Party and said the move was 'exceptionally valuable.',globalnews.ca,2025-11-05T14:48:52.000000Z,National,Neutral,
52,Mark Carney wouldn’t describe Canada as having feminist foreign policy,"Prime Minister Mark Carney says Canada no longer has a feminist foreign policy, but still wants to uphold values on the world stage that inclu…",thestar.com,2025-11-24T17:02:23-05:00,International,Neutral,
210,CTV National News: PM Carney travels to UAE seeking new trade and diplomatic ties,,ctvnews.ca,2025-11-18T12:00:00-05:00,International,Positive,"seeking new trade and diplomatic ties"
77,Trump and Carney have cordial but distant interaction at ASEAN summit,"Despite harsh words shared online from Trump, the U.S. President and Prime Minister Carney had a cordial but distant interaction at the ASEAN summit, signaling a potential shift in the strained relationship.",citynews.ca,2025-10-29T10:52:00-05:00,International,Neutral,
208,"PM Mark Carney heading to UAE, South Africa after latest major projects approval",,ctvnews.ca,2025-11-19T12:00:00-05:00,International,Neutral,
400,"'This is not a game,' Carney says as he signals he's ready to fight election over federal budget",Prime Minister Mark Carney signalled at the close of the APEC summit that he'd be prepared to fight an election over the upcoming federal budget — remarks tha...,cbc.ca,2025-11-01T13:55:44.000000Z,National,Neutral,
1,"Canadian PM makes veiled dig at Trump during film festival, warns not to push 'too far'","Canadian Prime Minister Mark Carney implicitly criticized President Donald Trump at the Toronto International Film Festival, using references to comedian John C...",foxnews.com,2025-09-05T22:30:46.000000Z,International,Negative,"makes veiled dig, Carney implicitly criticized President Donald Trump"
386,Quebec businesses say immigration reductions in federal budget will make labour shortages worse,"The Carney government’s recent budget includes a drastic reduction in the number of temporary residents admitted in the coming years, something the Quebec gov...",cbc.ca,2025-11-06T09:00:00.000000Z,National,Negative,"immigration reductions in federal budget will make labour shortages worse"
275,‘Elbows Down’? Canada’s Leader Struggles to Find the Answer to Trump.,"After a stunning election victory on an anti-Trump message, Prime Minister Mark Carney is adjusting to the realities of dealing with the United States. Critics call it capitulation.",nytimes.com,2025-09-15T09:00:46Z,International,Negative,"Canada’s Leader Struggles, Critics call it capitulation"
469,Ford calls on Carney to keep 100% tariff on Chinese electric vehicles,"Ontario Premier Doug Ford is calling on Canadian Prime Minister Mark Carney to maintain the 100 per cent tariff on Chinese electric vehicles, despite the canola...",cbc.ca,2025-09-17T19:02:16.000000Z,National,Neutral,
126,"Carney government to face crucial confidence votes Thursday, Friday - National","The House of Commons is set to vote Thursday on a Conservative subamendment to the budget, followed by a Bloc Quebecois amendment vote on Friday.",globalnews.ca,2025-11-06T20:14:47.000000Z,National,Neutral,
375,"Sisson Mine project is long overdue, geologist says",The Sisson Mine project in rural New Brunswick might finally get off the ground after Prime Minister Mark Carney named it as one of the country’s major projec...,cbc.ca,2025-11-14T10:00:00.000000Z,National,Positive,"long overdue, might finally get off the ground"
151,Carney in South Africa as concerns grow over U.S. boycott of G20,Prime Minister Mark Carney is in South Africa for a G20 summit overshadowed by a U.S. boycott — and as ...,cp24.com,2025-11-21T19:04:41.000000Z,International,Neutral,
332,"Despite His Shaky French, Canada’s Prime Minister Is a Hit in Quebec","Voters are overlooking Mark Carney’s linguistic gaffes and lack of knowledge about the French-speaking province, viewing him as the most capable candidate to deal with President Trump.",nytimes.com,2025-04-19T09:01:30Z,Election,Positive,"most capable candidate"
302,"After Decades of Atrophy, Canada Vows to Beef Up Its Military. Can It Deliver?","To help shift the country away from its dependence on the United States, Canada’s prime minister plans to spend billions to revitalize its military and meet a NATO spending goal.",nytimes.com,2025-06-15T09:01:14Z,National,Neutral,
54,"With its future uncertain, should the NDP pursue power or principles?","After near electoral collapse, should the NDP shift left with bold, systemic proposals, or focus on pragmatic gains and achieving power?",thestar.com,2025-11-23T07:00:00-05:00,National,Neutral,
5,Trump targets northern border security as Canada's 'open border' policies create new threats,"Canada's open-border policies pose risks to US security, with drug smuggling and criminal activities increasing along the northern border under PM Mark Carney.",foxnews.com,2025-05-16T09:00:08.000000Z,International,Negative,"drug smuggling and criminal activities increasing along the northern border under PM Mark Carney"
229,CTV National News: Criticism surfaces following PM Carney’s major projects reveal,,ctvnews.ca,2025-11-14T12:00:00-05:00,National,Negative,"Criticism surfaces"
109,Carney visits UAE amid pressure to push for end to Sudan civil war support - National,Carney's visit is aimed at attracting investment from Emirati sovereign wealth funds and the private sector to help diversify Canada's economy in response to U....,globalnews.ca,2025-11-19T23:21:34.000000Z,International,Neutral,
429,Trump calls Carney ‘Mr. President’ at peace summit,"During his speech at the Gaza peace summit in Egypt, U.S. President Donald Trump referred to Prime Minister Mark Carney as “president.” Carney attended the ...",cbc.ca,2025-10-13T21:03:18.000000Z,International,Neutral,
468,Former justice minister David Lametti to leave Prime Minister's Office: sources,"Former Justice Minister David Lametti will be leaving his job as principal secretary to Prime Minister Mark Carney after just a couple of months on the job, sou...",cbc.ca,2025-09-17T20:14:47.000000Z,National,Neutral,
270,"Carney and Trump: A Collision Avoided, Save for a Nasty Comment or Two","The Canadian prime minister came to Washington determined to take the heat out of the relationship. He mostly succeeded, at least for now.",nytimes.com,2025-10-07T23:47:58Z,International,Positive,"determined to take the heat out of the relationship. He mostly succeeded"
443,Pressure is building on Donald Trump as tariffs bite deeper into American manufacturing,"Prime Minister Mark Carney is headed to Washington, under enormous pressure to make a deal. But as the trade war eats into American corporate profits and more i...",cbc.ca,2025-10-07T09:00:00.000000Z,International,Neutral,
164,"PM Carney announces new measures to protect steel, lumber industries",,ctvnews.ca,2025-11-26T12:00:00-05:00,National,Positive,"protect steel, lumber industries"
331,Canada’s Million-Dollar Housing Crisis,"Soaring housing costs, with many homes nearing $1 million, have sparked an exodus from cities like Vancouver, and Canadians want their next prime minister to do something about it.",nytimes.com,2025-04-23T09:01:42Z,National,Neutral,
249,New Brunswick’s Sisson Mine added to Carney’s list of nation-building projects,There’s tepid reaction trickling in as residents and organizations in the communities near the Sisson ...,ctvnews.ca,2025-11-13T12:00:00-05:00,National,Negative,"tepid reaction"
181,‘He should care’: Conservatives slam Carney on Trump comments,OTTAWA — Conservative MPs slammed Prime Minister Mark Carney Monday over dismissive comments he made ...,ctvnews.ca,2025-11-24T12:00:00-05:00,International,Negative,"Conservatives slam Carney, dismissive comments"
418,Carney government gets tougher on crime with proposed bail regime changes,The federal Liberal government announced Thursday changes to the justice system that are intended to keep some offenders locked up for longer as Ottawa tries an...,cbc.ca,2025-10-23T17:17:49.000000Z,National,Neutral
258,"Spurned by Trump, Carney Begins Thawing Canada’s China Connection","The meeting between Prime Minister Mark Carney and Xi Jinping, China’s top leader, came after a long period of tension and estrangement.",nytimes.com,2025-11-01T10:00:07Z,International,Neutral,
67,Carney pitches budget in visit to Montreal Chamber of Commerce,"""The United States has changed (...) We must respond,"" Prime Minister Mark Carney said at Montreal's Chamber of Commerce as he pitched the new federal budget. Zachary Cheung reports.",citynews.ca,2025-11-14T17:27:00-05:00,International,Neutral,
53,"Carney: No ‘burning issue’ to bring up with Trump, talks to resume when ‘appropriate’","""When America wants to come back and have conversations on the trade side, we will have those discussions,"" said Prime Minister Mark Carney.",thestar.com,2025-11-25T15:23:01-05:00,International,Neutral,
493,Alberta premier expected to meet Prime Minister Mark Carney in Alberta's capital,Alberta Premier Danielle Smith is expected to reiterate her policy demands face-to-face with Prime Minister Mark Carney Wednesday while he's in Edmonton to meet...,cbc.ca,2025-09-10T14:41:12.000000Z,National,Neutral,
45,‘He should care’: Conservatives slam Carney on Trump comments,Conservative MPs slammed Prime Minister Mark Carney Monday over dismissive comments he made recently about stalled trade talks with U.S. President,thestar.com,2025-11-25T15:23:01-05:00,International,Negative,"Conservatives slam Carney, dismissive comments"
206,CTV National News: PM Mark Carney arrives in UAE ahead of G20 for key trade ...,,ctvnews.ca,2025-11-19T12:00:00-05:00,International,Neutral,
211,PM Carney 'walking that tightrope' with Alberta and possible pipeline agreement,,ctvnews.ca,2025-11-18T12:00:00-05:00,National,Neutral,
306,King Charles Visits Canada in a Subtle Rebuke to Trump,"The British monarch, who is Canada’s official head of state, is coming at a moment when President Trump has threatened the country’s sovereignty.",nytimes.com,2025-05-26T09:02:39Z,International,Neutral,
346,Prime minister says Premier Tony Wakeham has ‘ambitious agenda’ as the two meet in Ottawa,"Newfoundland and Labrador Premier Tony Wakeham is in Ottawa for a week, and there is a lot to talk about with Prime Minister Mark Carney, at least according to ...",cbc.ca,2025-11-26T15:24:00.000000Z,National,Neutral,
156,"Premiers say they had positive meeting with PM, hint that tariff relief is coming","OTTAWA — New Brunswick Premier Susan Holt said premiers had a “productive” meeting with Prime Minister Mark Carney on Monday, ...",cp24.com,2025-11-18T19:04:41.000000Z,National,Positive,"“productive” meeting with Prime Minister Mark Carney"
333,Who Will Be Canada’s Next Prime Minister?,The April 28 election will come down to two candidates with starkly different personalities and experience: Mark Carney and Pierre Poilievre.,nytimes.com,2025-04-19T09:01:26Z,Election,Neutral,
299,Canada and E.U. Pull Together as America Pushes Them Away,"The European Union and Canada struck a defense agreement on Monday, a step toward closer military cooperation as relations with the United States have soured.",nytimes.com,2025-06-23T20:01:28Z,International,Positive,"struck a defense agreement, a step toward closer military cooperation"
183,Sikh groups accuse PM Carney of ‘selling out Canadians’ by renewing economic ties to India,,ctvnews.ca,2025-11-24T12:00:00-05:00,International,Negative,"accuse PM Carney of ‘selling out Canadians’"
242,Carney announces next of nation-building projects: A look at what made the list,"Three critical mineral extraction projects, a nickel mine in Ontario and a transmission line on ...",ctvnews.ca,2025-11-13T12:00:00-05:00,National,Neutral,
307,"Senators Visit Canada, Seeking a Reset Amid Trump’s Provocations","Democrats and one Republican made the trip, seeking to stabilize the U.S.-Canada relationship after President Trump imposed tariffs on Canada and suggested it should become the 51st state.",nytimes.com,2025-05-24T01:17:38Z,International,Neutral,
221,"PM Carney in Manitoba, fans celebrate the Grey Cup: CTV Your Morning Winnipeg News",,ctvnews.ca,2025-11-17T12:00:00-05:00,Public Relations,Neutral,
234,‘Brace for impact:’ B.C. town prepares for life with one of Carney’s major projects,"TERRACE, B.C. -- In the heart of LNG and mining investment territory, Terrace B.C., Prime ...",ctvnews.ca,2025-11-14T12:00:00-05:00,National,Negative,"Brace for impact, prepares for life with one of Carney’s major projects"
422,Prime Minister Mark Carney takes in K-W Oktoberfest,Prime Minister Mark Carney made a stop in Breslau on Friday to tap a keg during the last weekend of Kitchener-Waterloo Oktoberfest events.,cbc.ca,2025-10-17T21:35:09.000000Z,Public Relations,Neutral,
61,"Carney signs agreement with UAE, no address yet on Sudan's civil war","While Prime Minister Mark Carney reached an investment-protection deal with the UAE on his visit to Abu Dhabi, there is no word yet on whether Canada has brough up human rights concerns on the UAE's role in Sudan's civil war.",citynews.ca,2025-11-20T10:53:00-05:00,International,Negative,"no word yet on whether Canada has brough up human rights concerns"
113,Canadian oil and gas producers applaud Ottawa’s latest major projects list,"CAPP president Lisa Baiton said the new list moves Canada toward becoming a ""global energy superpower,"" something Prime Minister Mark Carney has said repeatedly...",globalnews.ca,2025-11-14T19:35:31.000000Z,National,Positive,"applaud Ottawa’s latest major projects list, moves Canada toward becoming a 'global energy superpower',"
62,Carney eyes Canadian economic opportunities in the U.A.E.,"Mark Carney is hitting the world stage again while Pierre Poilievre's numbers appear to be declining. Cynthia Mulligan discusses what's next for each leader Marion Nader, Jeff Rutledge and Celina Caesar-Chavannnes.",citynews.ca,2025-11-19T14:36:00-05:00,Election,Positive,"Carney is hitting the world stage again while Pierre Poilievre's numbers appear to be declining"
193,CTV National News: PM Carney arrives in South Africa for the G20 after a successful ...,,ctvnews.ca,2025-11-21T12:00:00-05:00,International,Positive,"successful"
266,"Facing Lost Trade With the U.S., Carney Heads to Asia",The prime minister will attend two meetings and visit three countries as part of his plan to wean Canada off its dependence on the U.S.,nytimes.com,2025-10-25T10:00:07Z,International,Neutral,
464,"Canada, Mexico agree to deepen ties in face of Trump's turbulent 2nd term",Prime Minister Mark Carney and Mexican President Claudia Sheinbaum agreed to deepen ties between their two countries as both grapple with the uncertainty of a s...,cbc.ca,2025-09-19T00:23:08.000000Z,International,Positive,"agreed to deepen ties"
207,"Carney to sign investment agreement, launch Canada-United Arab Emirates trade talks: official","ABU DHABI – Prime Minister Mark Carney intends to sign a long-negotiated investment agreement, as ...",ctvnews.ca,2025-11-19T12:00:00-05:00,International,Positive,"intends to sign a long-negotiated investment agreement"
272,Canada and the U.S. to Hold Trade and Security Talks,Prime Minister Mark Carney of Canada will travel to Washington next week to meet with President Trump to try to ease some of the tariffs imposed by the United States.,nytimes.com,2025-10-03T18:51:04Z,International,Neutral,
330,Why Greater Toronto Could Decide Who Wins Canada’s Election,The Conservatives had enjoyed a lead over Liberals in the region largely because of rising housing and food costs. But President Trump’s tariffs have shifted the equation.,nytimes.com,2025-04-24T09:02:00Z,Election,Neutral,
335,"Paper Ballots, Hand Counting, No Machines: This Is How Canada’s Election Works",Canada’s federal election is on Monday. Here are the details.,nytimes.com,2025-04-17T16:35:14Z,Election,Neutral,
431,"Will AI make or break Canada? Innovators, researchers call for more guardrails","As the Carney government promotes artificial intelligence as part of its bid to grow the Canadian economy, some inventors who use the technology and experts who...",cbc.ca,2025-10-11T09:00:00.000000Z,National,Negative,"researchers call for more guardrails"
236,"New major projects list has some Indigenous buy-in, Carney says OKs still needed",OTTAWA — After an initial round of referrals to the new Major Projects Office that ...,ctvnews.ca,2025-11-14T12:00:00-05:00,National,Positive,"some Indigenous buy-in"
94,Canada Strong Pass to be extended for the holidays and Summer 2026,"Canadians will be able to take advantage of the Canada Strong Pass during the holidays. In an announcement on Friday, Prime Minister Mark Carney revealed that the Canada Strong Pass would be extended for the holidays and Summer 2026.",dailyhive.com,2025-10-10T12:00:00-05:00,National,Neutral,
